Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
20;1060240;Поступление зарплаты на счет;Ремонт;0;0.54;мужской;0;0;высшее;менеджер среднего звена;>250;0;6;42;Информационные технологии;ООО;женат / замужем;1;0;0;0;0;0;0;0;0;0;1;2;0;24;2;1;0;22;44;0;0;0;0;0;0;0
20;1060260;Поступление зарплаты на счет;Ремонт;0;0.52;женский;1;0;высшее;специалист;>250;1;51;30;Другое;ООО;женат / замужем;3;3;1;1;1;0;0;0;0;0;0.5;1;1;26;2;1;0;34;62;0;0;0;0;0;0;0
20;1060280;Форма банка (без печати работодателя);Ремонт;1;0.39;мужской;1;0;среднее-специальное;рабочий;>250;0;357;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1060300;2НДФЛ;Ремонт;1;0.5;женский;1;0;среднее-специальное;рабочий;>250;0;118;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1060320;2НДФЛ;Покупка мебели;0;0.48;женский;1;0;высшее;менеджер среднего звена;>250;3;55;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1060340;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.44;женский;0;0;высшее;менеджер среднего звена;>250;0;7;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1060360;Форма банка (без печати работодателя);Отпуск;1;0.4;мужской;0;0;среднее-специальное;вспомогательный персонал;< 50;0;18;34;Торговля;ООО;холост / не замужем;1;0;0;0;0;0.3333333333;0;1;0;0;0.4;2;3;20;5;2;0;3;74;1;1;1;0;1;0;0
20;1060380;2НДФЛ;Ремонт;0;0.44;женский;2;0;высшее;специалист;>250;0;120;32;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1060400;2НДФЛ;Покупка автомобиля;1;0.36;женский;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1060420;Поступление зарплаты на счет;Покупка мебели;1;0.07;женский;1;0;высшее;специалист;>250;0;65;36;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1060440;Поступление зарплаты на счет;Ремонт;1;0.4;женский;0;0;высшее;специалист;>250;0;23;29;Информационные технологии;ООО;женат / замужем;0;0;0;0;0;0;0;1;0;0;0.3333333333;1;2;25;3;0;0;3;39;0;0;0;0;0;0;0
20;1060460;2НДФЛ;Ремонт;0;0.21;женский;0;0;второе высшее;специалист;>250;0;54;32;Информационные технологии;ЗАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.6666666667;2;1;19;3;1;0;15;41;0;0;0;0;0;0;0
20;1060480;2НДФЛ;Ремонт;1;0.59;мужской;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1060500;Поступление зарплаты на счет;Покупка автомобиля;1;0.56;мужской;2;0;высшее;специалист;>250;0;21;42;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1060520;Поступление зарплаты на счет;Другое;0;0.4;мужской;2;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1060540;Поступление зарплаты на счет;Ремонт;1;0.33;женский;0;0;высшее;менеджер среднего звена;>250;0;48;27;Информационные технологии;ООО;женат / замужем;2;2;2;0;0;0;0;2;2;2;0.5;2;2;22;4;1;2;-1;10;0;0;0;0;0;0;0
20;1060560;Форма банка (без печати работодателя);Ремонт;1;0.58;мужской;0;0;незаконченное высшее;специалист;>250;0;45;26;Информационные технологии;ООО;холост / не замужем;0;0;0;0;0;0.015503876;0;2;0;0;0.3636363636;4;7;127;11;1;2;5;37;1;0;0;0;0;0;0
20;1060580;Поступление зарплаты на счет;Ремонт;0;0.3;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;7;34;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1060600;2НДФЛ;Ремонт;1;0.49;мужской;0;0;высшее;менеджер высшего звена;< 50;0;22;27;Другое;ООО;холост / не замужем;8;8;5;3;3;0;0;1;0;0;1;1;0;2;1;0;0;3;3;0;0;0;0;0;0;0
20;1060620;Форма банка (без печати работодателя);Покупка автомобиля;1;0.31;мужской;2;0;высшее;специалист;>250;0;8;35;Информационные технологии;ЗАО;женат / замужем;3;3;3;3;2;0.0875;1;0;0;0;0.5;2;2;73;4;0;1;16;24;1;0;0;0;0;0;0
20;1060640;2НДФЛ;Ремонт;1;0.38;женский;2;0;высшее;специалист;>250;0;44;39;Другое;ОАО;женат / замужем;4;4;3;2;2;0;1;0;0;0;0;0;2;16;2;0;0;20;32;0;0;0;0;0;0;0
20;1060660;Форма банка (без печати работодателя);Покупка мебели;0;0.52;мужской;2;0;высшее;менеджер среднего звена;>250;0;13;41;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1060680;Поступление зарплаты на счет;Ремонт;1;0.46;женский;2;0;среднее;менеджер среднего звена;>250;0;24;37;Торговля;ООО;женат / замужем;5;2;2;1;1;0;0;1;1;1;0.2857142857;2;5;46;7;1;0;0;16;0;0;0;0;0;0;0
20;1060700;Поступление зарплаты на счет;Другое;1;0.47;женский;0;0;высшее;специалист;>250;0;101;34;Другое;ЗАО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
20;1060720;2НДФЛ;Ремонт;1;0.5;мужской;0;0;высшее;менеджер среднего звена;>250;0;14;55;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1060740;Поступление зарплаты на счет;Ремонт;1;0.43;мужской;0;0;среднее-специальное;рабочий;>250;0;7;50;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1060760;;Ремонт;0;;женский;0;0;высшее;другое;;0;13;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1060780;Поступление зарплаты на счет;Ремонт;0;0.59;женский;0;0;высшее;вспомогательный персонал;>250;0;64;42;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1060800;Форма банка (без печати работодателя);Другое;1;0.23;женский;0;0;среднее-специальное;менеджер по продажам;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1060820;Поступление зарплаты на счет;Другое;1;0.33;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1060840;Форма банка (без печати работодателя);Покупка автомобиля;0;0.35;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;>250;0;16;27;Другое;ООО;холост / не замужем;1;0;0;0;0;0.0578512397;1;0;0;0;0.5;3;3;114;6;1;1;7;43;1;0;0;0;0;0;0
20;1060860;Поступление зарплаты на счет;Ремонт;1;0.26;мужской;1;0;высшее;специалист;>250;0;13;33;Торговля;ООО;женат / замужем;2;1;0;0;0;0.0172413793;1;0;0;0;0;1;3;57;4;1;0;3;42;1;0;0;0;0;0;0
20;1060880;Форма банка (без печати работодателя);Ремонт;0;0.3;мужской;0;0;высшее;менеджер высшего звена;< 50;0;67;39;Торговля;ООО;холост / не замужем;3;3;3;0;0;0.0128205128;0;1;0;0;0.4285714286;3;4;154;7;1;1;4;112;1;1;1;1;0;0;0
20;1060900;2НДФЛ;Ремонт;1;0.3;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;1;196;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1060920;2НДФЛ;Ремонт;1;0.45;мужской;1;0;среднее-специальное;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1060940;Поступление зарплаты на счет;Ремонт;0;0.19;мужской;0;0;высшее;специалист;>250;0;93;25;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;1;2;0;2;2;0;0;25;25;0;0;0;0;0;0;0
20;1060960;Форма банка (без печати работодателя);Ремонт;1;0.45;мужской;0;0;незаконченное высшее;менеджер среднего звена;>250;0;16;26;Другое;ОАО;холост / не замужем;6;4;1;1;1;0.0714285714;0;1;1;0;1;6;0;169;6;2;0;2;50;1;0;0;0;0;0;0
20;1060980;Поступление зарплаты на счет;Покупка автомобиля;0;0.44;мужской;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1061000;Форма банка (без печати работодателя);Покупка автомобиля;1;0.36;мужской;0;0;среднее-специальное;рабочий;>250;0;105;34;Другое;ООО;холост / не замужем;0;0;0;0;0;0.0869565217;0;0;0;0;0.5;2;2;84;4;1;2;26;37;1;0;0;0;0;0;0
20;1061020;Поступление зарплаты на счет;Покупка автомобиля;0;0.22;мужской;0;0;незаконченное высшее;специалист;>250;0;27;23;Торговля;ООО;холост / не замужем;1;1;0;0;0;0;0;0;0;0;0;0;2;8;2;0;1;7;12;0;0;0;0;0;0;0
20;1061040;2НДФЛ;Ремонт;1;0.34;мужской;0;0;высшее;рабочий;>250;0;53;36;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1061060;Поступление зарплаты на счет;Ремонт;1;0.43;женский;0;0;высшее;специалист;>250;0;220;56;Другое;ЗАО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
20;1061080;Поступление зарплаты на счет;Другое;1;0.54;мужской;0;0;среднее;вспомогательный персонал;>250;0;257;52;Торговля;ООО;холост / не замужем;2;2;1;1;0;0.0905660377;1;0;0;0;0.5;6;6;241;12;2;1;10;104;1;1;1;1;0;0;1
20;1061100;Поступление зарплаты на счет;Ремонт;1;0.34;мужской;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1061120;Форма банка (без печати работодателя);Другое;0;0.57;мужской;2;0;среднее-специальное;вспомогательный персонал;>250;0;14;29;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0151515152;1;1;0;0;0.4444444444;4;5;130;9;2;0;4;79;1;0;0;0;0;0;0
20;1061140;Поступление зарплаты на счет;Лечение;1;0.33;мужской;0;0;высшее;специалист;>250;0;22;29;Информационные технологии;ОАО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.4;2;3;60;5;0;1;9;33;0;0;0;0;0;0;0
20;1061160;2НДФЛ;Покупка недвижимости/ строительство;1;0.3;мужской;1;0;высшее;рабочий;>250;0;22;25;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1061180;Поступление зарплаты на счет;Ремонт;1;0.31;мужской;0;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1061200;Поступление зарплаты на счет;Ремонт;0;0.52;мужской;0;0;высшее;специалист;>250;1;46;28;Информационные технологии;ОАО;женат / замужем;3;1;0;0;0;0;0;1;1;0;1;1;0;3;1;1;0;2;2;0;0;0;0;0;0;0
20;1061220;Свободная форма с печатью работодателя;Ремонт;0;0.17;мужской;1;0;высшее;специалист;< 50;0;33;32;Торговля;ООО;повторный брак;1;1;0;0;0;0.4056603774;1;0;0;0;0.1428571429;1;6;63;7;0;4;4;76;1;0;0;0;0;0;0
20;1061240;2НДФЛ;Другое;1;0.49;мужской;4;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;19;34;Другое;ОАО;женат / замужем;1;1;1;1;1;0.1111111111;0;0;0;0;0.25;1;3;72;4;0;3;20;52;1;0;0;0;0;0;0
20;1061260;2НДФЛ;Ремонт;0;0.22;женский;0;0;высшее;менеджер среднего звена;< 50;0;46;31;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.3333333333;1;2;9;3;0;2;12;17;0;0;0;0;0;0;0
20;1061280;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.59;женский;0;0;высшее;менеджер среднего звена;>250;1;83;42;Торговля;ЗАО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.25;1;3;77;4;1;1;6;35;0;0;0;0;0;0;0
20;1061300;Форма банка (без печати работодателя);Покупка земли;0;0.14;женский;2;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;28;38;Торговля;ООО;женат / замужем;5;5;4;4;3;0.0348837209;1;0;0;0;0.5;1;1;83;2;0;0;34;49;1;0;0;0;0;0;0
20;1061320;Поступление зарплаты на счет;Ремонт;0;0.43;женский;1;0;высшее;менеджер среднего звена;>250;0;111;43;Информационные технологии;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.6666666667;2;1;31;3;1;0;13;85;0;0;0;0;0;0;0
20;1061340;Поступление зарплаты на счет;Отпуск;1;0.27;женский;1;0;высшее;специалист;>250;1;14;30;Другое;ООО;разведен / разведена;1;0;0;0;0;0;0;2;0;0;0.5;2;2;18;4;1;0;3;9;0;0;0;0;0;0;0
20;1061360;Форма банка (без печати работодателя);Другое;1;0.33;мужской;0;0;высшее;специалист;< 50;0;29;44;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1061380;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;67;44;Торговля;ООО;холост / не замужем;4;3;1;0;0;0.0266666667;1;0;0;0;0.5;2;2;73;4;1;1;9;80;1;0;0;0;0;0;0
20;1061400;Поступление зарплаты на счет;Покупка земли;0;0.44;мужской;2;0;высшее;рабочий;>250;1;22;33;Торговля;ЗАО;женат / замужем;1;0;0;0;0;0;0;1;0;0;0.1875;3;13;122;16;1;3;3;44;0;0;0;0;0;0;0
20;1061420;Поступление зарплаты на счет;Ремонт;0;0.22;мужской;0;0;высшее;рабочий;>250;1;60;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1061440;Форма банка (без печати работодателя);Ремонт;1;0.34;мужской;0;0;высшее;специалист;>250;0;7;30;Торговля;ООО;холост / не замужем;4;2;2;1;1;0;0;0;0;0;1;2;0;59;2;0;0;17;40;0;0;0;0;0;0;0
20;1061460;Свободная форма с печатью работодателя;Ремонт;1;0.27;мужской;0;0;среднее-специальное;рабочий;< 50;3;88;53;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1061480;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;0;0;незаконченное высшее;рабочий;>250;1;40;28;Другое;ООО;женат / замужем;1;1;1;0;0;0.1956521739;0;0;0;0;0.5;3;3;74;6;1;2;13;37;1;0;0;0;0;0;0
20;1061500;Поступление зарплаты на счет;Ремонт;0;0.38;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;53;32;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;0;1;0;0;0.4;2;3;78;5;2;2;4;47;0;0;0;0;0;0;0
20;1061520;Форма банка (без печати работодателя);Ремонт;0;0.29;мужской;0;0;высшее;торговый представитель;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1061540;Форма банка (без печати работодателя);Покупка автомобиля;1;0.15;мужской;0;0;ученая степень;менеджер высшего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1061560;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.39;женский;1;0;высшее;специалист;>250;0;26;42;Информационные технологии;ЗАО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
20;1061580;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.33;женский;0;0;среднее;вспомогательный персонал;>250;0;6;48;Торговля;ООО;женат / замужем;1;1;1;0;0;0.2127659574;0;0;0;0;0.4;2;3;37;5;1;0;7;72;1;0;0;0;0;0;0
20;1061600;2НДФЛ;Покупка недвижимости/ строительство;1;0.44;мужской;0;0;среднее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1061620;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.14;мужской;0;0;незаконченное высшее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1061640;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.4;мужской;1;0;высшее;специалист;>250;0;171;43;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1061660;2НДФЛ;Покупка автомобиля;0;0.4;женский;0;2;высшее;специалист;>250;3;95;40;Информационные технологии;ЗАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;24;24;0;0;0;0;0;0;0
20;1061680;Поступление зарплаты на счет;Покупка мебели;1;0.28;мужской;2;0;среднее-специальное;вспомогательный персонал;< 50;0;13;41;Другое;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
20;1061700;Свободная форма с печатью работодателя;Ремонт;1;0.32;женский;0;0;высшее;менеджер среднего звена;< 50;0;70;39;Торговля;ООО;женат / замужем;11;8;8;8;7;0.125;0;3;2;0;1;3;0;7;3;2;0;2;2;1;0;0;0;0;0;0
20;1061720;Поступление зарплаты на счет;Ремонт;0;0.43;мужской;2;0;среднее-специальное;вспомогательный персонал;>250;1;164;44;Другое;ООО;повторный брак;0;0;0;0;0;0.1379310345;0;0;0;0;0.2;2;8;150;10;1;3;10;118;1;0;0;0;0;0;0
20;1061740;Поступление зарплаты на счет;Ремонт;1;0.31;мужской;0;0;высшее;рабочий;>250;0;10;58;Торговля;ООО;холост / не замужем;2;2;2;1;1;;;;;;;;;;;;;;;;;;;;;
20;1061760;2НДФЛ;Покупка автомобиля;1;0.25;мужской;1;0;среднее-специальное;рабочий;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1061780;Форма банка (без печати работодателя);Ремонт;0;0.56;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;6;36;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1061800;Форма банка (без печати работодателя);Другое;0;0.47;мужской;2;0;высшее;менеджер среднего звена;>250;0;132;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1061820;Поступление зарплаты на счет;Ремонт;0;0.39;женский;1;0;высшее;специалист;>250;0;6;32;Информационные технологии;ООО;повторный брак;0;0;0;0;0;0.0825688073;1;0;0;0;0.25;1;3;100;4;0;0;57;71;1;0;0;0;0;0;0
20;1061840;Форма банка (без печати работодателя);Ремонт;0;0.32;мужской;1;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;73;33;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1061860;Форма банка (без печати работодателя);Ремонт;1;0.36;мужской;2;0;среднее-специальное;вспомогательный персонал;>250;0;8;33;Другое;Государственное предприятие;женат / замужем;1;1;1;0;0;0;0;0;0;0;0.3333333333;1;2;49;3;0;2;23;47;0;0;0;0;0;0;0
20;1061880;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.35;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;93;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1061900;2НДФЛ;Ремонт;0;0.36;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1061920;Поступление зарплаты на счет;Ремонт;0;0.2;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;30;34;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1061940;2НДФЛ;Покупка недвижимости/ строительство;1;0.26;женский;1;0;второе высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1061960;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.49;мужской;0;0;высшее;менеджер высшего звена;< 50;0;117;45;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.6666666667;2;1;63;3;1;0;22;49;0;0;0;0;0;0;0
20;1061980;Поступление зарплаты на счет;Ремонт;1;0.21;мужской;0;0;среднее-специальное;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062000;Поступление зарплаты на счет;Другое;1;0.54;женский;1;0;незаконченное высшее;специалист;>250;3;98;25;Торговля;ЗАО;разведен / разведена;1;1;1;1;1;0.125;0;0;0;0;1;1;0;14;1;0;0;15;15;1;0;0;0;0;0;0
20;1062020;Форма банка (без печати работодателя);Покупка земли;1;0.33;мужской;1;0;высшее;менеджер среднего звена;< 50;0;221;50;Юридические услуги;ЗАО;холост / не замужем;0;0;0;0;0;0.2197309417;1;0;0;0;0.0909090909;1;10;174;11;0;4;16;94;1;1;0;0;0;0;0
20;1062040;Форма банка (без печати работодателя);Ремонт;1;0.38;мужской;0;0;высшее;менеджер по продажам;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062060;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;мужской;1;0;среднее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062080;2НДФЛ;Покупка недвижимости/ строительство;1;0.3;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;237;45;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062100;Поступление зарплаты на счет;Покупка автомобиля;0;0.27;женский;0;0;высшее;специалист;>250;1;58;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062120;Поступление зарплаты на счет;Ремонт;0;0.34;мужской;0;0;высшее;рабочий;>250;1;39;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062140;Форма банка (без печати работодателя);Ремонт;1;0.15;мужской;0;0;среднее-специальное;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062160;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.35;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;80;39;Информационные технологии;ООО;женат / замужем;0;0;0;0;0;0.0476190476;0;0;0;0;0.6666666667;2;1;100;3;1;1;26;91;1;0;0;0;0;0;0
20;1062180;Поступление зарплаты на счет;Покупка бытовой техники;0;0.1;мужской;1;0;высшее;специалист;>250;0;75;35;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062200;2НДФЛ;Ремонт;1;0.19;женский;0;0;среднее;вспомогательный персонал;>250;0;19;47;Торговля;Иная форма;женат / замужем;2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
20;1062220;Поступление зарплаты на счет;Ремонт;0;0.49;женский;0;0;высшее;специалист;>250;0;139;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062240;2НДФЛ;Ремонт;1;0.46;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;21;33;Другое;ЗАО;женат / замужем;2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
20;1062260;Поступление зарплаты на счет;Покупка автомобиля;0;0.2;женский;0;0;высшее;вспомогательный персонал;>250;0;18;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062280;Форма банка (без печати работодателя);Покупка автомобиля;0;0.12;мужской;0;0;ученая степень;менеджер среднего звена;>250;0;50;29;Торговля;ЗАО;женат / замужем;2;0;0;0;0;0.0042553191;1;1;1;0;0.3571428571;5;9;234;14;3;1;2;81;1;0;0;0;0;0;0
20;1062300;Поступление зарплаты на счет;Ремонт;0;0.08;мужской;1;0;высшее;специалист;>250;0;41;28;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;1;25;1;0;1;28;28;0;0;0;0;0;0;0
20;1062320;2НДФЛ;Покупка недвижимости/ строительство;1;0.43;мужской;2;0;среднее-специальное;рабочий;>250;0;93;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062340;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.45;женский;1;0;высшее;вспомогательный персонал;>250;0;8;31;Торговля;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
20;1062360;2НДФЛ;Ремонт;0;0.22;мужской;1;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062380;2НДФЛ;Ремонт;1;0.49;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;9;28;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062400;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.59;мужской;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062420;Форма банка (без печати работодателя);Ремонт;1;0.16;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062440;Поступление зарплаты на счет;Ремонт;1;0.47;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;118;46;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062460;Поступление зарплаты на счет;Ремонт;1;0.59;женский;2;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;80;37;Торговля;ООО;холост / не замужем;6;2;2;2;2;0.0625;0;1;0;0;0.6666666667;8;4;270;12;3;2;3;104;1;0;0;0;0;0;0
20;1062480;Форма банка (без печати работодателя);Ремонт;0;0.22;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062500;Поступление зарплаты на счет;Ремонт;0;0.39;мужской;0;0;высшее;специалист;>250;0;21;29;Другое;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.5;2;2;42;4;1;0;23;104;0;0;0;0;0;0;0
20;1062520;Свободная форма с печатью работодателя;Ремонт;0;0.39;мужской;1;0;высшее;менеджер среднего звена;< 50;1;94;47;Информационные технологии;ООО;женат / замужем;2;1;1;1;1;0;1;1;1;0;1;2;0;37;2;2;0;2;35;0;0;0;0;0;0;0
20;1062540;;Покупка автомобиля;0;;мужской;0;0;высшее;другое;;1;21;26;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062560;Форма банка (без печати работодателя);Ремонт;0;0.48;женский;1;0;второе высшее;специалист;>250;0;21;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062580;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.49;женский;2;0;высшее;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062600;Поступление зарплаты на счет;Ремонт;1;0.17;мужской;1;0;высшее;специалист;>250;0;34;26;Информационные технологии;ООО;женат / замужем;4;3;3;2;2;0;0;1;0;0;0.5;1;1;11;2;0;1;4;34;0;0;0;0;0;0;0
20;1062620;Поступление зарплаты на счет;Покупка автомобиля;1;0.31;мужской;0;0;среднее-специальное;менеджер среднего звена;>250;0;31;23;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062640;2НДФЛ;Ремонт;0;0.2;женский;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062660;2НДФЛ;Покупка автомобиля;1;0.14;мужской;1;0;среднее-специальное;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
