Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
20;1062680;Поступление зарплаты на счет;Покупка автомобиля;1;0.1;мужской;0;0;высшее;специалист;>250;0;42;29;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062700;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.49;женский;0;0;среднее;менеджер среднего звена;>250;1;48;30;Торговля;ОАО;холост / не замужем;2;2;2;0;0;0.0909090909;0;2;1;1;0.6666666667;4;2;30;6;2;0;0;84;1;0;0;0;0;0;0
20;1062720;Форма банка (без печати работодателя);Обучение;1;0.31;женский;0;0;высшее;специалист;< 50;0;127;26;Другое;ООО;холост / не замужем;1;1;1;1;0;0;0;0;0;0;1;2;0;47;2;1;0;20;25;0;0;0;0;0;0;0
20;1062740;Форма банка (без печати работодателя);Покупка мебели;1;0.15;мужской;2;0;среднее-специальное;рабочий;< 50;0;108;32;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062760;Поступление зарплаты на счет;Покупка автомобиля;1;0.13;мужской;2;0;высшее;рабочий;>250;0;82;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062780;2НДФЛ;Покупка мебели;0;0.59;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062800;2НДФЛ;Покупка недвижимости/ строительство;0;0.05;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;18;34;Другое;ОАО;женат / замужем;2;2;2;2;0;0;1;1;1;0;0.6666666667;2;1;25;3;0;0;2;102;0;0;0;0;0;0;0
20;1062820;Форма банка (без печати работодателя);Ремонт;0;0.22;мужской;0;0;высшее;менеджер среднего звена;>250;0;49;38;Другое;ОАО;разведен / разведена;0;0;0;0;0;0;0;0;0;0;0;0;1;7;1;0;1;10;10;0;0;0;0;0;0;0
20;1062840;Форма банка (без печати работодателя);Ремонт;0;0.4;мужской;0;0;среднее-специальное;специалист;>250;0;79;29;Торговля;ООО;холост / не замужем;1;1;1;1;0;0;1;0;0;0;0.6666666667;2;1;32;3;1;0;23;79;0;0;0;0;0;0;0
20;1062860;Поступление зарплаты на счет;Ремонт;0;0.25;мужской;0;0;высшее;специалист;>250;0;8;24;Другое;ООО;холост / не замужем;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;
20;1062880;Форма банка (без печати работодателя);Ремонт;1;0.32;мужской;0;0;высшее;специалист;>250;0;102;30;Другое;ЗАО;холост / не замужем;4;4;4;4;4;0.0213903743;1;0;0;0;0.4285714286;3;4;183;7;2;3;13;96;1;0;0;0;0;0;0
20;1062900;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.36;женский;0;0;второе высшее;менеджер среднего звена;>250;1;225;58;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
20;1062920;Поступление зарплаты на счет;Ремонт;1;0.16;женский;1;0;среднее-специальное;вспомогательный персонал;>250;0;124;47;Торговля;ЗАО;женат / замужем;1;1;1;1;1;0;0;0;0;0;0;0;2;14;2;0;0;18;84;0;0;0;0;0;0;0
20;1062940;Свободная форма с печатью работодателя;Лечение;1;0.57;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;36;39;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062960;2НДФЛ;Ремонт;1;0.49;женский;0;0;высшее;специалист;>250;0;112;53;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1062980;Поступление зарплаты на счет;Ремонт;1;0.47;женский;0;0;высшее;специалист;>250;0;24;30;Другое;ЗАО;холост / не замужем;1;1;0;0;0;0.0810810811;0;0;0;0;0.4;2;3;34;5;1;0;13;85;1;0;0;0;0;0;0
20;1063000;2НДФЛ;Покупка автомобиля;1;0.49;мужской;0;0;среднее-специальное;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1063020;2НДФЛ;Обучение;1;0.35;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1063040;Поступление зарплаты на счет;Покупка автомобиля;0;0.34;мужской;0;0;высшее;менеджер среднего звена;>250;0;44;30;Торговля;ОАО;холост / не замужем;3;3;1;1;1;;;;;;;;;;;;;;;;;;;;;
20;1063060;2НДФЛ;Покупка недвижимости/ строительство;0;0.17;мужской;2;0;среднее-специальное;вспомогательный персонал;>250;0;182;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1063080;Поступление зарплаты на счет;Ремонт;0;0.33;мужской;0;0;второе высшее;специалист;>250;0;34;27;Другое;ООО;женат / замужем;5;3;3;3;3;0.0506329114;0;3;3;2;0.5;4;4;75;8;3;2;1;27;1;0;0;0;0;0;0
20;1063100;Форма банка (без печати работодателя);Ремонт;1;0.42;мужской;2;0;высшее;менеджер высшего звена;< 50;0;14;28;Торговля;ООО;женат / замужем;4;3;2;2;2;0.008;1;0;0;0;0.7142857143;5;2;124;7;0;1;17;45;1;0;0;0;0;0;0
20;1063120;2НДФЛ;Отпуск;1;0.43;женский;0;0;высшее;вспомогательный персонал;>250;3;17;26;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1063140;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.44;женский;0;0;высшее;специалист;>250;0;6;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1063160;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.54;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1063180;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.53;мужской;1;0;высшее;торговый представитель;>250;0;10;32;Торговля;ОАО;женат / замужем;1;0;0;0;0;0;1;0;0;0;0.4285714286;3;4;51;7;1;1;15;108;0;0;0;0;0;0;0
20;1063200;Форма банка (без печати работодателя);Ремонт;1;0.34;женский;3;0;высшее;специалист;< 50;0;40;43;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1063220;2НДФЛ;Покупка недвижимости/ строительство;0;0.46;мужской;1;0;среднее-специальное;специалист;>250;1;6;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1063240;Поступление зарплаты на счет;Покупка автомобиля;1;0.48;мужской;1;0;среднее-специальное;специалист;>250;0;54;35;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1063260;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.56;женский;3;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;187;48;Другое;Иная форма;холост / не замужем;7;5;1;0;0;0.1294117647;0;1;1;0;0.125;1;7;148;8;0;3;2;88;1;1;0;0;0;0;0
20;1063280;2НДФЛ;Ремонт;0;0.48;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;48;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1063300;Поступление зарплаты на счет;Ремонт;1;0.53;женский;1;0;высшее;специалист;>250;1;79;40;Другое;ООО;разведен / разведена;0;0;0;0;0;0.1267605634;0;0;0;0;0.4;2;3;62;5;1;0;11;73;1;0;0;0;0;0;0
20;1063320;Поступление зарплаты на счет;Ремонт;1;0.39;женский;2;0;высшее;рабочий;>250;1;39;30;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1063340;Поступление зарплаты на счет;Ремонт;0;0.59;мужской;0;0;высшее;специалист;>250;0;40;32;Торговля;ООО;холост / не замужем;2;2;0;0;0;0;1;3;2;2;0.6666666667;4;2;39;6;2;1;1;77;0;0;0;0;0;0;0
20;1063360;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;0;0;среднее-специальное;менеджер среднего звена;>250;1;6;37;Торговля;ООО;холост / не замужем;3;2;2;1;0;0.0162601626;1;1;1;1;0.1666666667;1;5;121;6;0;2;0;120;1;0;0;0;0;0;0
20;1063380;Форма банка (без печати работодателя);Ремонт;1;0.46;женский;0;0;высшее;менеджер среднего звена;< 50;0;108;52;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1063400;Поступление зарплаты на счет;Ремонт;0;0.58;мужской;0;0;высшее;менеджер среднего звена;>250;0;80;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1063420;2НДФЛ;Покупка автомобиля;0;0.19;мужской;1;0;высшее;менеджер высшего звена;>250;0;107;56;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1063440;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.46;мужской;0;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1063460;Поступление зарплаты на счет;Ремонт;0;0.39;женский;0;0;высшее;специалист;>250;0;103;44;Другое;ОАО;женат / замужем;1;1;1;0;0;0.0363636364;1;0;0;0;0.3333333333;1;2;53;3;0;0;15;39;1;0;0;0;0;0;0
20;1063480;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.35;мужской;0;0;высшее;специалист;>250;0;164;54;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1063500;Поступление зарплаты на счет;Ремонт;1;0.32;мужской;0;0;высшее;менеджер среднего звена;>250;0;68;27;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;1;11;1;0;1;21;21;0;0;0;0;0;0;0
20;1063520;2НДФЛ;Ремонт;0;0.49;женский;0;0;высшее;менеджер среднего звена;>250;3;50;26;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1063540;2НДФЛ;Ремонт;0;0.54;женский;0;0;высшее;специалист;>250;0;10;41;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1063560;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;высшее;вспомогательный персонал;>250;1;23;39;Торговля;ООО;женат / замужем;2;1;1;0;0;0;0;2;0;0;0.5;5;5;93;10;1;0;5;44;0;0;0;0;0;0;0
20;1063580;2НДФЛ;Ремонт;1;0.35;женский;1;0;высшее;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1063600;2НДФЛ;Ремонт;1;0.44;женский;0;0;высшее;вспомогательный персонал;< 50;1;71;33;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1063620;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.46;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;43;42;Торговля;ООО;женат / замужем;7;7;5;5;2;0;0;0;0;0;1;2;0;31;2;0;0;24;28;0;0;0;0;0;0;0
20;1063640;Свободная форма с печатью работодателя;Ремонт;0;0.55;женский;2;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1063660;Форма банка (без печати работодателя);Ремонт;1;0.37;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1063680;Форма банка (без печати работодателя);Ремонт;1;0.44;женский;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
